accident_index,longitude,latitude,number_of_vehicles,number_of_casualties,date,time,road_type,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,sex_of_casualty,age_of_casualty,casualty_severity,pedestrian_location,age_group_of_casualty,type,year,label,name,is_surveyed,num_collisions_dimitri,distance_to_collision,project,num_collisions_bexley,avg_four_peak_adpv2,max_one_hour_adpv2
a2018010094917,0.149236,51.455797,1.0,1.0,2018-08-03,14:20,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Daylight,1.0,Dry,Female,61.0,Serious,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010094266,0.144406,51.481695,1.0,1.0,2018-02-16,08:40,Single carriageway,30.0,Junction more than four arms,Unknown,Daylight,9.0,Unknown,Female,28.0,Slight,Unknown,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010090672,0.138513,51.457342,1.0,1.0,2018-02-16,16:20,Roundabout,20.0,Mini roundabout,Zebra Crossing,Daylight,1.0,Dry,Male,13.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010090573,0.137798,51.457445,1.0,1.0,2018-01-31,07:35,Single carriageway,20.0,T or staggered junction,Unknown,Darkness: street lights present and lit,2.0,Wet,Male,54.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010090504,0.127351,51.461862,1.0,1.0,2018-02-15,13:50,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,36.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010090241,0.178445,51.449502,1.0,1.0,2018-02-14,18:40,Single carriageway,20.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Male,77.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010089740,0.159782,51.45965,1.0,1.0,2018-12-02,14:30,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,67.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010089336,0.145274,51.481769,1.0,1.0,2018-10-02,18:50,Single carriageway,30.0,Junction more than four arms,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Male,62.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010088709,0.10996,51.465593,1.0,1.0,2018-07-02,19:29,Single carriageway,30.0,Not at or within 20 metres of junction,Zebra Crossing,Darkness: street lights present and lit,8.0,Dry,Male,44.0,Serious,"In carriageway, crossing within zig-zag lines at crossing exit",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010088103,0.100811,51.426278,1.0,1.0,2018-09-01,18:45,Single carriageway,30.0,Crossroads,Pedestrian phase,Daylight,1.0,Unknown,Male,25.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010088066,0.159501,51.471975,1.0,1.0,2018-05-02,06:55,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,14.0,Slight,"In carirageway, not crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010087862,0.160954,51.460078,1.0,3.0,2018-03-02,20:20,Single carriageway,30.0,Crossroads,Zebra Crossing,Darkness: street lights present and lit,1.0,Wet,Female,5.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010087862,0.160954,51.460078,1.0,3.0,2018-03-02,20:20,Single carriageway,30.0,Crossroads,Zebra Crossing,Darkness: street lights present and lit,1.0,Wet,Female,38.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010087862,0.160954,51.460078,1.0,3.0,2018-03-02,20:20,Single carriageway,30.0,Crossroads,Zebra Crossing,Darkness: street lights present and lit,1.0,Wet,Male,43.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010085110,0.16105,51.471227,1.0,1.0,2018-01-22,15:44,Roundabout,30.0,Roundabout,Zebra Crossing,Daylight,1.0,Dry,Male,9.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2018010083880,0.125636,51.449752,1.0,1.0,2018-01-16,11:46,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,31.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010083831,0.106942,51.45009,1.0,2.0,2018-01-16,07:39,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,8.0,Wet,Male,42.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010083231,0.081149,51.458914,1.0,1.0,2018-12-01,16:30,Single carriageway,30.0,Unknown,Unknown,Daylight,8.0,Wet,Male,30.0,Slight,On footway or verge,Adult,Collision not involving a child,2018.0,2018,,,,,,,,
a2018010082015,0.152096,51.458442,1.0,1.0,2018-06-01,19:40,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Male,15.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2018.0,C2018,,,,,,,,
a2017010083812,0.105939,51.462698,1.0,1.0,2017-12-18,13:00,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,9.0,Unknown,Male,71.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010080791,0.098316,51.46913,1.0,1.0,2017-12-30,11:20,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,69.0,Slight,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010080708,0.136224,51.457653,1.0,2.0,2017-12-25,00:10,Slip road,20.0,Slip road,Unknown,Darkness: street lights present and lit,1.0,Dry,Male,21.0,Serious,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010080708,0.136224,51.457653,1.0,2.0,2017-12-25,00:10,Slip road,20.0,Slip road,Unknown,Darkness: street lights present and lit,1.0,Dry,Male,-1.0,Serious,"In carirageway, not crossing",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010080218,0.108895,51.464353,1.0,1.0,2017-12-26,17:10,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Male,22.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010077814,0.131228,51.458554,1.0,1.0,2017-11-17,19:00,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Darkness: street lights present and lit,1.0,Dry,Female,51.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010077707,0.1197,51.430345,1.0,1.0,2017-12-13,20:00,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Male,20.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010076993,0.127467,51.507633,1.0,1.0,2017-11-12,15:46,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,8.0,Wet,Male,7.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010075247,0.118752,51.472,1.0,1.0,2017-04-12,15:21,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010074574,0.177022,51.452856,1.0,1.0,2017-01-12,11:25,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,85.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010074525,0.080509,51.435364,1.0,1.0,2017-11-27,06:22,Unknown,30.0,T or staggered junction,Unknown,Darkness: street lights present and lit,9.0,Unknown,Male,49.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010074400,0.157649,51.481542,1.0,2.0,2017-11-30,19:20,Single carriageway,30.0,Other,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Female,24.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010072868,0.182105,51.450783,1.0,1.0,2017-11-26,10:07,One-way street,30.0,Other,Pedestrian phase,Daylight,1.0,Dry,Male,36.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010072714,0.102826,51.45448,1.0,1.0,2017-11-25,12:35,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,85.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010072275,0.132301,51.463031,1.0,1.0,2017-11-23,16:40,Single carriageway,30.0,Other,Zebra Crossing,Darkness: street lights present and lit,1.0,Dry,Male,45.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010071451,0.150443,51.441656,1.0,1.0,2017-11-20,12:50,Single carriageway,20.0,Mini roundabout,Zebra Crossing,Daylight,1.0,Dry,Female,21.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010071057,0.142492,51.483888,1.0,1.0,2017-11-18,17:05,One-way street,30.0,Slip road,No physical crossing facility within 50m,Darkness: street lights present and lit,2.0,Wet,Male,71.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010070360,0.181415,51.478584,1.0,1.0,2017-11-15,17:17,Single carriageway,30.0,Roundabout,Zebra Crossing,Darkness: street lights present and lit,1.0,Dry,Male,34.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010070018,0.093363,51.464722,1.0,1.0,2017-11-13,22:30,Single carriageway,30.0,T or staggered junction,Central refuge,Darkness: street lighting unknown,1.0,Dry,Male,14.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010069380,0.130498,51.445977,1.0,1.0,2017-10-11,18:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Female,29.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010068481,0.180309,51.44632,1.0,1.0,2017-06-11,14:53,Single carriageway,20.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,83.0,Fatal,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010066799,0.164679,51.48402,1.0,1.0,2017-10-27,11:00,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,42.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010066637,0.1919,51.459953,1.0,2.0,2017-10-26,07:18,Roundabout,30.0,Roundabout,Central refuge,Daylight,1.0,Dry,Female,54.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010066637,0.1919,51.459953,1.0,2.0,2017-10-26,07:18,Roundabout,30.0,Roundabout,Central refuge,Daylight,1.0,Dry,Female,20.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010066255,0.161098,51.460075,1.0,1.0,2017-10-24,18:16,Single carriageway,30.0,Other,Zebra Crossing,Darkness: street lights present and lit,1.0,Dry,Male,58.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010065540,0.158816,51.472707,2.0,1.0,2017-10-19,20:00,Roundabout,30.0,Roundabout,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Wet,Male,36.0,Slight,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010065141,0.185449,51.466548,1.0,1.0,2017-10-18,09:00,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,8.0,Wet,Female,17.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010064586,0.153411,51.458868,1.0,1.0,2017-10-15,20:00,Single carriageway,30.0,Crossroads,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,20.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010064360,0.156231,51.47896,1.0,1.0,2017-10-13,08:20,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,10.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010063714,0.183241,51.468568,1.0,1.0,2017-09-27,15:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,18.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010062358,0.183507,51.480164,1.0,1.0,2017-03-10,15:29,Slip road,20.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,90.0,Slight,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010061789,0.11484,51.437267,1.0,1.0,2017-09-29,15:25,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Wet,Male,11.0,Slight,"In centre of carriageway, not on refuge",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010061725,0.102384,51.444866,1.0,1.0,2017-09-29,12:30,One-way street,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,19.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010061068,0.088559,51.450958,1.0,1.0,2017-09-22,15:10,Single carriageway,30.0,Other,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,12.0,Slight,"In centre of carriageway, not on refuge",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010060734,0.114227,51.467585,1.0,1.0,2017-09-25,08:30,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Wet,Female,11.0,Slight,"In carirageway, not crossing",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010060131,0.142205,51.459343,1.0,1.0,2017-09-21,11:50,Single carriageway,30.0,Mini roundabout,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,17.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010058699,0.146533,51.456476,1.0,1.0,2017-09-13,10:51,One-way street,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,4.0,Dry,Male,77.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010058573,0.098226,51.4703,1.0,1.0,2017-12-09,15:58,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,11.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010057648,0.155294,51.459103,2.0,2.0,2017-06-09,15:43,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,12.0,Slight,On footway or verge,Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010057648,0.155294,51.459103,2.0,2.0,2017-06-09,15:43,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,12.0,Slight,On footway or verge,Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010056196,0.103387,51.432258,1.0,1.0,2017-08-27,20:00,One-way street,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Darkness: street lights present and lit,1.0,Dry,Female,57.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010056090,0.149384,51.455884,1.0,1.0,2017-08-26,14:24,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Daylight,1.0,Dry,Female,11.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010055949,0.088565,51.429015,1.0,1.0,2017-08-25,10:50,Single carriageway,30.0,Not at or within 20 metres of junction,Zebra Crossing,Daylight,1.0,Dry,Male,21.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010054539,0.162425,51.472911,1.0,1.0,2017-08-18,14:57,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,27.0,Slight,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010054398,0.147064,51.483085,1.0,1.0,2017-08-17,10:30,One-way street,30.0,T or staggered junction,Zebra Crossing,Daylight,1.0,Dry,Female,72.0,Serious,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010053716,0.113805,51.461567,1.0,1.0,2017-08-14,12:30,Single carriageway,30.0,T or staggered junction,Pedestrian phase,Daylight,1.0,Dry,Male,73.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010053475,0.102205,51.434707,1.0,1.0,2017-12-08,20:13,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,22.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010053107,0.189569,51.465392,1.0,1.0,2017-04-08,08:15,Unknown,30.0,Unknown,Unknown,Daylight,9.0,Dry,Male,24.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010051684,0.128475,51.417955,1.0,1.0,2017-07-30,12:00,Single carriageway,20.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,8.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010051095,0.14905,51.454901,1.0,1.0,2017-07-29,11:35,Roundabout,30.0,Roundabout,Central refuge,Daylight,1.0,Dry,Female,37.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010050582,0.105084,51.462893,1.0,2.0,2017-07-25,10:10,Single carriageway,30.0,T or staggered junction,Central refuge,Daylight,1.0,Dry,Female,81.0,Slight,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010050392,0.154556,51.498416,1.0,1.0,2017-07-25,11:19,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,28.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010049087,0.152003,51.453408,1.0,1.0,2017-07-18,18:03,Single carriageway,30.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,3.0,Slight,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010048519,0.179663,51.478077,1.0,1.0,2017-07-15,12:51,Dual carriageway,30.0,T or staggered junction,Pedestrian phase,Daylight,1.0,Dry,Female,15.0,Serious,"In carriageway, crossing on pedestrian crossing facility",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010048263,0.147905,51.442781,1.0,1.0,2017-07-13,16:40,Single carriageway,30.0,Other,Zebra Crossing,Daylight,1.0,Dry,Male,15.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010048236,0.15994,51.490403,2.0,1.0,2017-01-07,15:30,Single carriageway,30.0,Not at or within 20 metres of junction,Unknown,Daylight,9.0,Unknown,Male,38.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010048031,0.146533,51.456476,1.0,1.0,2017-12-07,16:00,One-way street,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,8.0,Dry,Female,84.0,Serious,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010047776,0.151478,51.445324,2.0,2.0,2017-11-07,15:35,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,15.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010047776,0.151478,51.445324,2.0,2.0,2017-11-07,15:35,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,11.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010046966,0.12696,51.481293,1.0,1.0,2017-06-07,13:05,Dual carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,51.0,Serious,"In centre of carriageway, not on refuge",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010046530,0.152418,51.483617,1.0,1.0,2017-03-07,15:20,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,4.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010046269,0.15706,51.475168,1.0,1.0,2017-03-07,15:20,Unknown,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,4.0,Serious,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010046102,0.187298,51.478115,1.0,1.0,2017-02-07,17:29,Single carriageway,30.0,Other,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,33.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010046088,0.122144,51.461326,1.0,1.0,2017-02-07,16:46,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,15.0,Slight,"In carirageway, not crossing",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010045956,0.1433,51.48882,1.0,1.0,2017-06-30,18:44,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,6.0,Serious,"In carirageway, not crossing",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010045934,0.164548,51.484293,1.0,1.0,2017-06-30,17:30,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,42.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010045858,0.145278,51.481859,1.0,2.0,2017-06-30,11:38,One-way street,30.0,Not at or within 20 metres of junction,Zebra Crossing,Daylight,1.0,Dry,Male,79.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010045858,0.145278,51.481859,1.0,2.0,2017-06-30,11:38,One-way street,30.0,Not at or within 20 metres of junction,Zebra Crossing,Daylight,1.0,Dry,Male,85.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010045840,0.115357,51.426646,1.0,1.0,2017-06-30,10:20,Single carriageway,30.0,Not at or within 20 metres of junction,Central refuge,Daylight,8.0,Dry,Female,17.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010045722,0.140976,51.451541,1.0,2.0,2017-06-29,15:21,Single carriageway,30.0,Not at or within 20 metres of junction,Zebra Crossing,Daylight,1.0,Dry,Female,12.0,Slight,"In carriageway, crossing elsewhere",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010045015,0.102763,51.465633,1.0,1.0,2017-06-26,18:50,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,49.0,Serious,On footway or verge,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010044704,0.119076,51.444835,1.0,1.0,2017-06-23,19:53,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,21.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010044049,0.083766,51.459497,1.0,1.0,2017-08-06,15:30,Unknown,30.0,Unknown,Unknown,Daylight,9.0,Unknown,Female,49.0,Slight,Unknown,Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010043970,0.152371,51.485686,1.0,1.0,2017-06-20,14:15,Single carriageway,30.0,T or staggered junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,58.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010043476,0.138234,51.457527,1.0,1.0,2017-06-17,19:00,Single carriageway,20.0,T or staggered junction,"Pelican, puffin, toucan",Daylight,1.0,Dry,Female,12.0,Slight,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010043463,0.0986,51.469035,1.0,1.0,2017-06-17,15:00,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,10.0,Slight,On footway or verge,Child,Collision involving a child,2017.0,C2017,,,,,,,,
a2017010043361,0.102109,51.426345,1.0,1.0,2017-06-16,15:16,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Female,67.0,Slight,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010043055,0.087523,51.45979,1.0,1.0,2017-06-15,08:50,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,1.0,Dry,Male,62.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010042958,0.110447,51.451196,1.0,1.0,2017-11-06,14:25,Single carriageway,30.0,Not at or within 20 metres of junction,Footbridge or subway,Darkness: street lights present but unlit,1.0,Dry,Male,42.0,Slight,"In carirageway, not crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010041696,0.10125,51.42645,1.0,1.0,2017-07-06,11:11,Single carriageway,30.0,Crossroads,"Pelican, puffin, toucan",Daylight,1.0,Dry,Male,67.0,Serious,"In carriageway, crossing elsewhere within 50m of pedestrian crossing",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
a2017010040954,0.174311,51.480605,1.0,1.0,2017-02-06,17:26,Single carriageway,30.0,Not at or within 20 metres of junction,No physical crossing facility within 50m,Daylight,2.0,Wet,Male,79.0,Serious,"In carriageway, crossing elsewhere",Adult,Collision not involving a child,2017.0,2017,,,,,,,,
